Recency,Frequency,Monetary,Cluster
28,6,1353.8300000000002,0
82,3,1179.8899999999999,0
30,5,3095.04,0
266,1,234.24,2
74,12,5116.129999999999,0
314,5,534.47,2
9,11,1421.59,0
59,3,859.35,0
143,1,-112.35,2
12,22,4531.34,0
28,13,2655.2200000000003,0
114,1,312.14,0
9,14,2385.48,0
18,4,1446.0900000000001,0
18,5,813.7700000000001,0
36,3,841.0799999999999,0
36,2,378.20000000000005,0
78,1,118.80000000000001,0
22,3,285.5,0
25,2,290.15999999999997,0
33,2,2003.85,0
109,3,1405.78,0
35,2,2949.75,0
123,6,1555.0500000000002,0
7,6,2050.08,0
28,4,1991.0100000000002,0
4,8,2041.85,0
3,10,3802.8100000000004,0
50,4,1777.7800000000002,0
318,2,270.19999999999993,2
22,6,1088.1999999999998,0
9,7,992.68,0
2,9,937.92,0
18,2,971.74,0
10,4,1621.73,0
262,1,25.5,2
159,2,665.7799999999999,2
33,7,10380.43,0
29,8,869.6800000000001,0
165,1,163.3,2
47,1,248.60999999999996,0
6,10,747.22,0
8,5,806.8999999999999,0
288,1,116.19999999999999,2
318,1,157.02,2
3,3,593.6099999999999,0
233,1,307.46000000000004,2
119,1,138.32,0
162,1,345.29999999999995,2
185,1,298.89,2
50,1,259.35,0
152,7,991.8499999999999,2
335,1,157.08999999999997,2
5,5,2463.17,0
16,7,4892.240000000001,0
107,2,425.0,0
16,7,1139.73,0
276,1,380.5,2
16,15,10585.57,0
247,1,465.32,2
239,1,578.9999999999999,2
1,2,984.5699999999999,0
106,3,749.78,0
23,6,1679.64,0
52,1,124.88,0
195,4,1503.5,2
24,1,213.77999999999997,0
75,1,329.34,0
18,2,251.69999999999993,0
8,3,306.54999999999995,0
32,3,1266.97,0
22,4,1534.73,0
31,6,3518.0299999999997,0
29,11,1707.21,0
22,2,293.1,0
33,8,2466.4,0
284,1,158.68,2
39,3,189.48999999999998,0
50,4,816.88,0
289,1,224.91,2
75,2,313.26,0
5,9,3755.6499999999996,0
218,1,59.9,2
44,5,1430.94,0
202,1,306.13,2
178,3,711.79,2
56,6,780.38,0
57,2,239.91999999999996,0
8,8,3286.91,0
47,2,144.0,0
227,1,203.95,2
11,9,2275.58,0
106,2,384.40000000000003,0
59,3,249.74,0
28,7,2095.13,0
36,9,1674.46,0
274,2,262.62,2
30,1,1013.01,0
24,3,692.2199999999999,0
54,1,342.63,0
36,6,3563.8499999999995,0
169,9,1352.9100000000003,2
54,1,384.08,0
53,1,204.24,0
27,9,2299.67,0
253,1,226.85,2
40,11,2741.08,0
60,7,984.1200000000001,0
234,1,113.49999999999999,2
4,10,1960.7199999999998,0
32,1,114.23,0
24,14,3198.25,0
7,2,335.13000000000005,0
65,1,354.15,0
310,2,426.79,2
309,1,393.48999999999995,2
19,6,939.3199999999999,0
16,8,1906.09,0
96,2,318.76000000000005,0
264,11,3466.67,2
12,14,3127.82,0
3,2,421.52,0
35,1,190.88,0
183,1,149.89,2
25,2,550.0600000000002,0
13,6,916.1300000000001,0
11,2,314.69,0
3,17,3744.65,0
313,2,379.95000000000005,2
108,2,1135.04,0
1,30,8628.550000000001,3
53,1,954.9,0
205,1,171.45,2
15,1,282.19,0
120,1,318.65000000000003,0
4,2,384.52,0
363,1,283.28,2
117,2,353.85999999999996,0
18,1,178.26,0
5,2,272.44,0
41,2,298.41,0
107,2,240.0,0
148,2,603.37,2
52,5,1253.3600000000001,0
208,1,63.440000000000005,2
139,2,562.9000000000002,0
2,3,310.64,0
127,2,317.61999999999995,0
108,4,763.64,0
42,5,2144.53,0
35,1,111.98000000000002,0
228,2,1065.3500000000001,2
241,1,246.04000000000002,2
58,1,187.82999999999998,0
130,3,1703.4100000000003,0
60,7,1641.68,0
22,1,153.92000000000002,0
26,7,1064.1100000000001,0
9,7,1419.73,0
32,4,936.1600000000001,0
4,2,525.24,0
308,1,550.8000000000001,2
8,9,1875.1100000000001,0
29,3,556.95,0
17,1,131.78,0
101,2,498.42,0
12,4,669.1099999999999,0
21,1,197.63000000000002,0
15,6,1119.9299999999998,0
361,1,250.03999999999996,2
11,21,8600.730000000001,0
365,1,-152.64000000000001,2
95,1,82.75,0
78,2,1384.85,0
139,3,644.3,0
18,2,2288.13,0
25,11,2514.76,0
1,43,6204.459999999999,3
46,5,2524.0200000000004,0
100,3,1200.6200000000001,0
8,2,700.8599999999999,0
15,9,908.9899999999999,0
18,4,990.2299999999999,0
280,1,96.8,2
14,2,523.11,0
23,2,363.9,0
124,1,175.2,0
86,1,494.25,0
301,3,306.6,2
151,7,1944.3199999999997,0
17,10,6612.18,0
94,2,243.36,0
9,16,11891.18,0
157,3,781.3599999999999,2
355,1,193.64,2
46,1,160.57000000000002,0
15,4,537.7400000000001,0
4,16,2611.58,0
86,1,228.96,0
15,5,1159.5199999999998,0
179,1,110.75,2
8,5,1256.19,0
36,3,587.15,0
129,2,1740.0,0
51,1,1393.06,0
312,1,178.21999999999997,2
24,2,388.13999999999993,0
303,2,365.84999999999997,2
11,1,127.85999999999999,0
17,3,585.7900000000001,0
49,3,488.20000000000005,0
239,2,312.22999999999996,2
1,12,4455.73,0
13,8,4801.5599999999995,0
238,1,168.39999999999998,2
23,9,1349.52,0
73,4,446.17999999999995,0
17,3,423.88999999999993,0
41,8,1342.68,0
40,4,646.9200000000001,0
219,2,495.7699999999999,2
190,4,372.49999999999994,2
71,2,203.2,0
24,21,3925.92,0
11,1,404.66,0
9,30,20272.43,3
65,1,65.4,0
4,1,199.28999999999996,0
19,2,336.4,0
15,1,261.11,0
8,6,2686.4200000000005,0
20,2,784.1099999999999,0
78,4,1259.5600000000002,0
1,43,31300.079999999998,3
164,2,508.8,2
307,2,457.90999999999997,2
219,1,203.86999999999995,2
39,8,7330.8,0
22,2,696.4100000000001,0
115,3,653.38,0
126,5,2129.96,0
5,13,2633.8499999999995,0
36,1,281.62,0
4,18,30300.82,3
1,5,967.2199999999998,0
330,5,1928.72,2
163,1,32.65,2
185,2,771.8499999999999,2
16,5,1214.72,0
12,4,748.94,0
3,7,1258.0600000000002,0
44,2,778.0,0
80,1,507.8399999999999,0
30,9,6838.34,0
42,2,463.46,0
11,14,4200.97,0
50,3,598.83,0
16,10,1853.1299999999997,0
45,4,663.63,0
19,2,759.1700000000001,0
4,7,5022.26,0
72,1,100.8,0
1,33,17078.449999999997,3
121,4,512.12,0
33,2,265.76000000000005,0
313,1,403.3,2
18,2,365.76,0
88,1,303.15999999999997,0
2,9,2333.42,0
2,2,216.3,0
247,2,378.30000000000007,2
148,5,177.1,2
29,10,2210.2599999999998,0
220,1,534.24,2
148,3,2940.04,2
177,2,120.90000000000002,2
40,2,541.53,0
145,1,-4287.63,2
2,8,2504.86,0
8,55,187482.17,1
1,10,1648.95,0
18,2,486.71999999999997,0
192,4,517.53,2
204,1,131.7,2
365,1,249.86,2
127,5,1737.7,0
15,1,316.49999999999994,0
43,2,657.3,0
79,8,452.63000000000005,0
23,3,757.4599999999999,0
51,3,662.9399999999999,0
16,6,1881.3600000000001,0
158,1,289.96000000000004,2
10,2,763.28,0
10,2,137.0,0
16,6,1843.06,0
45,5,1125.0700000000002,0
191,3,710.29,2
79,1,194.36999999999995,0
74,2,506.51,0
4,5,1249.3400000000001,0
65,3,414.04,0
261,1,396.87,2
59,2,376.63999999999993,0
1,11,1926.88,0
1,11,3541.920000000001,0
248,1,374.57,2
8,2,497.56000000000006,0
359,1,271.05,2
76,1,272.22,0
290,1,622.88,2
17,3,1138.0,0
221,2,288.59999999999997,2
9,4,689.0999999999999,0
3,2,558.9599999999999,0
206,10,2745.2799999999997,2
162,2,1145.84,2
70,2,294.29,0
262,2,605.58,2
281,1,387.31,2
58,11,6100.74,0
25,1,308.48,0
3,46,88125.38,3
29,11,2920.04,0
72,1,513.2,0
128,1,208.65,0
31,4,639.02,0
15,5,768.08,0
309,1,153.94,2
17,7,1839.07,0
54,1,546.81,0
24,4,721.96,0
2,5,1070.71,0
11,4,652.74,0
361,1,145.0,2
360,1,422.7,2
1,8,706.7,0
54,6,888.86,0
1,11,3540.0999999999995,0
1,10,2385.0,0
121,2,293.45,0
54,1,223.36,0
280,1,164.39999999999998,2
177,1,76.5,2
30,2,897.62,0
26,1,98.42,0
9,3,570.4,0
270,1,170.75,2
43,3,645.96,0
372,1,-11.8,2
218,3,-141.48,2
24,2,148.86,0
197,3,267.1600000000001,2
359,1,306.84000000000003,2
43,6,909.9599999999999,0
130,1,1487.6,0
1,5,1952.4499999999998,0
20,2,483.26,0
206,1,157.9,2
14,3,541.4599999999999,0
95,5,854.9500000000002,0
19,1,167.61999999999998,0
14,8,1107.3799999999999,0
24,3,454.01,0
8,2,901.2099999999999,0
7,10,4012.56,0
332,1,344.13999999999993,2
50,4,1498.51,0
71,4,226.75,0
29,4,362.90000000000003,0
243,1,185.64999999999998,2
8,22,3457.78,0
191,2,124.73999999999998,2
5,4,440.2,0
253,3,215.71999999999997,2
1,31,10736.11,3
236,1,175.27,2
7,3,1227.3000000000004,0
109,4,1133.07,0
100,3,1240.2,0
60,4,2404.17,0
2,3,1479.22,0
73,8,2215.0200000000004,0
4,6,3911.5600000000004,0
85,2,993.1800000000001,0
12,2,388.78999999999996,0
23,7,2827.9300000000003,0
214,1,2044.37,2
18,1,161.67000000000002,0
239,1,116.00999999999999,2
2,8,5050.77,0
50,5,-1165.2999999999997,0
217,2,309.35999999999996,2
33,2,193.42000000000002,0
41,6,1103.9199999999998,0
4,19,3947.8700000000003,0
53,10,1992.7599999999998,0
23,17,4509.370000000001,0
57,1,390.07000000000005,0
130,3,329.6000000000001,0
174,3,571.2,2
6,3,971.5800000000002,0
312,1,218.51999999999995,2
60,1,81.44,0
21,4,1336.1,0
33,1,527.0500000000001,0
15,2,843.48,0
18,4,2047.0,0
81,1,75.75000000000001,0
6,9,1784.12,0
170,2,503.59999999999997,2
2,3,528.3300000000002,0
31,6,1242.3400000000001,0
36,9,2361.9700000000003,0
9,2,265.93,0
31,2,547.0600000000001,0
276,1,108.5,2
87,1,621.6600000000001,0
120,2,712.29,0
373,1,101.55,2
1,17,2768.9799999999996,0
219,4,995.66,2
65,1,133.06,0
61,5,1789.5500000000002,0
135,2,861.74,0
21,1,166.07999999999998,0
12,14,3886.67,0
25,18,4737.13,0
29,5,1175.88,0
277,1,117.55000000000001,2
11,8,2571.7400000000007,0
73,5,1674.6900000000003,0
11,3,485.87999999999994,0
4,14,2954.75,0
141,1,196.0,2
26,9,1788.2700000000004,0
19,2,604.64,0
4,2,728.1599999999999,0
66,5,2055.51,0
1,2,347.75,0
43,7,3406.72,0
228,1,205.7,2
16,6,1284.0800000000002,0
44,4,3106.62,0
1,7,1622.2199999999998,0
74,2,551.0400000000001,0
1,41,20098.1,3
4,7,1383.2700000000002,0
2,43,16219.220000000001,3
264,1,298.11,2
53,2,1992.1100000000001,0
24,1,184.39999999999998,0
10,7,2459.3299999999995,0
44,1,239.41,0
17,7,3191.53,0
7,7,5739.460000000001,0
30,16,4748.45,0
358,2,290.4,2
127,5,733.4399999999998,0
136,3,187.01999999999998,0
142,1,283.12,2
132,2,765.3400000000001,0
38,14,2201.05,0
236,1,338.95000000000005,2
261,1,154.95,2
17,6,2508.89,0
253,1,417.95000000000005,2
30,6,1719.7200000000003,0
35,3,798.74,0
169,2,885.1899999999999,2
3,10,1781.12,0
4,22,10097.37,0
185,2,152.39999999999998,2
188,2,267.08000000000004,2
170,1,137.45,2
11,2,385.1,0
45,1,522.91,0
321,1,153.0,2
201,1,326.4,2
23,12,5505.79,0
232,1,139.35,2
38,18,5367.8,0
26,4,1195.94,0
96,6,2380.6400000000003,0
127,6,3276.4,0
58,4,995.65,0
16,14,3371.13,0
9,2,1042.55,0
4,5,2515.6800000000003,0
3,15,5288.83,0
79,5,878.2000000000002,0
373,1,303.96999999999997,2
39,2,692.1899999999999,0
54,3,700.63,0
2,19,13110.02,0
9,4,337.49,0
9,2,168.24,0
19,5,1863.35,0
12,8,2786.0499999999997,0
113,2,355.11,0
4,7,2291.08,0
235,2,98.80000000000001,2
100,2,64.65,0
178,2,674.52,2
5,9,1797.5700000000002,0
359,1,80.64,2
1,6,1739.9199999999998,0
1,31,5585.49,3
19,8,3456.7,0
17,3,834.99,0
22,2,287.59000000000003,0
33,1,712.78,0
263,1,15.0,2
51,2,818.82,0
159,3,371.88,2
15,1,271.20000000000005,0
8,3,2273.18,0
13,12,3960.63,0
199,5,1143.2699999999998,2
57,2,245.81000000000003,0
11,2,182.76999999999998,0
97,5,1215.46,0
255,1,56.4,2
25,3,665.8600000000001,0
21,5,642.17,0
159,2,188.01999999999998,2
72,2,283.4699999999999,0
53,1,131.94,0
85,2,278.74,0
153,4,1865.19,2
74,2,1117.9,0
281,1,225.9,2
27,14,1965.5500000000002,0
30,1,106.1,0
25,1,323.04,0
180,2,350.38999999999993,2
40,4,697.9000000000001,0
22,3,780.4300000000002,0
22,11,3026.08,0
37,9,1199.01,0
82,4,1251.8400000000001,0
74,1,512.31,0
11,1,546.04,0
16,15,4627.62,0
4,51,7677.709999999999,3
13,4,732.1599999999999,0
14,7,1714.6,0
37,4,36.559999999999995,0
4,3,387.68,0
72,8,3661.0699999999997,0
191,2,-24.049999999999997,2
51,1,298.4,0
5,5,1995.46,0
9,9,1599.9700000000003,0
299,1,889.24,2
2,3,398.69999999999993,0
33,1,35.400000000000006,0
50,1,155.37000000000003,0
3,3,350.63999999999993,0
47,1,110.21,0
42,10,1560.5300000000002,0
27,6,2312.7000000000003,0
42,1,338.79999999999995,0
2,169,40340.78,3
303,1,205.48000000000002,2
107,1,51.56,0
85,1,2033.1,0
81,9,901.2,0
218,4,605.8000000000001,2
302,35,5288.630000000001,3
12,2,114.34,0
185,2,311.26,2
373,1,208.97,2
2,6,1393.79,0
3,25,26763.34,3
6,12,5155.66,0
305,1,148.21,2
369,1,252.8,2
3,9,2059.2,0
324,1,330.9,2
59,6,3160.0,0
13,3,597.5,0
31,27,10158.54,3
143,2,325.7,2
30,8,622.7500000000002,0
107,5,428.18,0
2,13,1889.4,0
205,1,155.90000000000003,2
80,6,1764.3600000000004,0
185,7,658.2600000000001,2
170,1,237.61,2
44,1,379.45,0
174,1,178.51999999999998,2
365,1,458.91999999999996,2
304,1,133.35000000000002,2
3,4,671.77,0
4,4,717.45,0
12,1,190.19,0
32,3,899.6099999999999,0
129,1,111.35,0
19,10,525.78,0
212,2,203.87,2
323,2,602.0900000000001,2
162,1,203.85999999999996,2
56,3,244.10000000000002,0
225,1,112.25,2
72,8,1119.81,0
44,1,98.0,0
23,1,256.32,0
173,4,541.1,2
85,2,152.06,0
159,1,155.79999999999998,2
165,4,15.0,2
29,1,110.38,0
21,2,178.91999999999993,0
71,4,800.24,0
247,1,72.9,2
374,1,243.27999999999997,2
9,1,366.23,0
310,6,295.61,2
59,2,411.59999999999997,0
4,1,336.43,0
45,3,341.28000000000003,0
88,1,1304.0400000000002,0
4,17,4204.1,0
64,4,826.52,0
282,1,207.50000000000003,2
1,13,2894.33,0
373,1,244.08,2
133,2,397.29,0
45,2,212.54000000000002,0
11,5,834.5,0
36,5,1740.4799999999998,0
134,2,408.36,0
29,3,1331.57,0
52,2,704.25,0
138,2,145.79000000000002,0
5,1,389.84,0
9,7,4301.22,0
160,1,99.14000000000001,2
49,14,1983.5800000000004,0
131,1,304.56,0
8,1,77.50000000000001,0
233,2,149.58,2
37,1,176.67999999999998,0
147,1,358.56000000000006,2
1,52,52750.840000000004,3
72,4,472.12,0
40,4,990.8400000000003,0
5,16,2295.37,0
199,4,557.3,2
249,1,12.75,2
66,1,111.67999999999999,0
117,1,508.4599999999999,0
171,1,73.78,2
21,39,1296.44,3
142,1,102.83,2
32,2,471.69999999999993,0
38,14,2622.57,0
38,5,1098.4299999999998,0
372,1,123.07,2
374,1,277.35,2
166,2,228.20000000000002,2
211,1,582.59,2
242,1,136.04,2
52,1,337.03999999999996,0
25,3,740.79,0
15,14,4393.610000000001,0
372,1,353.19000000000005,2
29,1,288.14,0
365,1,300.91999999999996,2
36,5,737.81,0
166,3,811.45,2
145,1,152.68,2
22,1,634.9499999999999,0
56,1,20.8,0
185,1,198.57,2
12,8,191.17,0
237,3,630.84,2
225,2,93.35,2
122,6,629.69,0
282,1,76.1,2
74,12,1511.3000000000002,0
37,2,382.06000000000006,0
12,2,417.22999999999996,0
362,1,169.47,2
4,2,249.71999999999997,0
23,1,444.68,0
70,9,2116.19,0
235,2,252.23999999999998,2
257,1,174.79999999999998,2
373,1,102.79,2
155,2,187.29,2
28,1,166.42,0
4,1,120.03000000000002,0
32,5,1483.56,0
81,3,523.0,0
108,2,122.14,0
52,1,38.45,0
36,1,668.1099999999999,0
153,3,236.77999999999997,2
99,1,115.30999999999999,0
4,3,220.7,0
334,1,73.5,2
65,1,97.97000000000001,0
22,2,422.87999999999994,0
36,3,730.4000000000002,0
32,3,405.62,0
154,6,70.02,2
19,2,357.2,0
12,22,4161.14,0
54,1,165.04999999999998,0
25,3,559.51,0
4,11,2085.65,0
45,1,189.39999999999998,0
203,2,172.29000000000002,2
359,1,74.4,2
66,2,297.0700000000001,0
7,11,6752.139999999999,0
288,1,363.65,2
10,1,170.16,0
9,4,296.71,0
22,10,2119.41,0
173,3,720.5200000000001,2
133,2,814.0,0
6,15,2380.08,0
75,1,318.0,0
40,1,396.33000000000004,0
289,1,101.69999999999999,2
26,7,2021.82,0
258,2,453.0,2
155,2,8.881784197001252e-15,2
114,13,3864.4399999999996,0
374,1,489.6,2
23,14,2538.7200000000003,0
8,11,2633.01,0
217,2,336.13,2
45,4,3651.9699999999993,0
19,2,1231.5,0
36,3,343.45,0
26,1,703.37,0
16,2,87.52999999999999,0
330,2,689.9499999999999,2
274,1,101.33999999999999,2
98,4,3770.12,0
61,1,167.66999999999996,0
2,12,9065.76,0
93,5,2083.4199999999996,0
82,7,3017.3,0
313,2,580.05,2
12,3,911.1500000000001,0
8,7,2692.85,0
127,1,168.31,0
11,2,223.64999999999998,0
1,62,256438.49,1
37,1,754.6400000000001,0
38,1,113.48000000000002,0
330,1,430.7,2
249,2,264.65,2
2,31,7925.320000000001,3
19,2,206.05,0
12,2,352.69000000000005,0
369,1,76.32000000000001,2
290,1,220.1,2
68,8,1418.03,0
26,1,320.71999999999997,0
11,31,5595.77,3
368,1,181.11999999999995,2
214,1,111.14999999999999,2
149,2,673.1,2
8,6,1826.21,0
24,2,589.44,0
30,5,1141.34,0
61,1,206.83,0
19,3,348.73,0
243,1,112.55,2
9,4,1045.7399999999998,0
211,2,715.4999999999999,2
29,5,681.9100000000001,0
63,4,761.8299999999998,0
295,1,152.65,2
17,8,8393.220000000001,0
361,1,-35.400000000000006,2
151,4,1014.9,2
117,2,1000.1600000000001,0
8,12,2888.7500000000005,0
13,4,2861.55,0
141,2,160.35,0
46,2,179.33999999999997,0
51,3,612.0799999999999,0
32,3,566.5800000000002,0
135,2,653.3499999999999,0
3,2,399.18999999999994,0
75,4,347.82,0
13,2,734.94,0
9,3,451.75,0
301,1,530.1500000000001,2
57,2,638.0600000000002,0
10,6,1612.79,0
31,2,394.7,0
177,1,302.46000000000004,2
4,6,1355.51,0
176,9,1133.64,2
61,1,202.65,0
33,3,980.3100000000001,0
59,7,1208.5100000000002,0
15,25,7490.17,3
87,4,2106.8400000000006,0
7,1,104.0,0
354,2,448.65,2
31,7,1314.17,0
114,6,1573.4099999999999,0
9,6,1793.1700000000003,0
5,6,1843.7500000000005,0
24,1,382.7999999999999,0
218,6,600.5200000000001,2
15,1,49.8,0
249,1,304.25,2
15,4,1998.49,0
78,3,1084.3400000000001,0
192,3,274.51,2
262,1,207.79999999999998,2
72,1,957.9699999999999,0
151,3,212.95999999999998,2
64,2,895.9999999999999,0
95,2,689.1300000000001,0
4,21,5083.060000000001,0
106,1,163.8,0
200,3,1396.9900000000002,2
157,1,160.42000000000002,2
71,4,1979.3000000000002,0
36,2,517.3599999999999,0
29,1,139.10000000000002,0
2,6,2621.38,0
26,5,600.07,0
326,1,248.42,2
237,1,232.48000000000002,2
89,1,299.34,0
31,1,481.74999999999994,0
29,2,621.7500000000001,0
206,4,626.38,2
3,11,2019.77,0
220,2,297.78000000000003,2
22,6,1033.3100000000002,0
93,1,443.0,0
2,27,6315.2300000000005,3
264,1,158.95000000000002,2
3,17,5361.0199999999995,0
39,14,5192.1,0
218,1,93.75,2
50,3,769.2,0
12,20,7276.9,0
9,10,2716.6,0
192,6,2066.17,2
82,5,582.47,0
326,1,440.0,2
72,3,1796.4800000000002,0
30,6,882.24,0
3,5,987.1000000000001,0
219,5,1561.6100000000001,2
46,1,422.58000000000004,0
10,18,2058.09,0
72,4,2232.4900000000002,0
7,8,2507.56,0
24,2,596.0999999999999,0
114,4,783.02,0
17,1,95.34,0
301,2,342.92,2
87,1,4314.72,0
51,2,526.6700000000001,0
89,1,103.3,0
355,1,-50.1,2
39,12,2265.3800000000006,0
25,3,2338.6000000000004,0
173,8,2595.0,2
43,2,324.24,0
140,1,149.48,0
23,4,1211.08,0
72,2,801.5100000000001,0
134,2,0.0,0
358,2,138.9,2
38,3,238.95000000000005,0
3,7,3064.78,0
2,3,204.0,0
18,2,-1.7763568394002505e-15,0
21,3,323.36,0
58,2,97.63000000000001,0
74,1,173.89999999999998,0
278,1,180.6,2
181,1,80.82,2
8,3,176.6,0
4,16,2094.88,0
43,3,1837.2800000000002,0
